1	26	27971	27971
1	7	27971	27971
1	13	27998	27998
1	22	28097	28097
1	51	28599	28599
1	22	40033	40033
1	54	40033	40033
1	10	40073	40073
1	13	40137	40137
1	69	40244	40244
1	10	40261	40261
1	22	40978	40978
1	10	40985	40985
1	69	40980	40980
1	10	42189	42189
1	69	43491	43491
1	10	45060	45060
1	9	45393	45393
1	17	45439	45439
1	7	45563	45563
1	56	45696	45696
1	7	45790	45790
1	9	46390	46390
1	69	46533	46533
1	9	46539	46539
1	10	46659	46659
1	3	46754	46754
1	9	46899	46899
1	22	46979	46979
1	69	47290	47290
1	22	47677	47677
1	7	47698	47698
1	7	47917	47917
1	7	48047	48047
1	22	48283	48283
1	9	48503	48503
1	14	49633	49633
1	7	49874	49874
1	9	50150	50150
1	43	50921	50921
1	22	50940	50940
1	16	51125	51125
1	16	51269	51269
1	9	51641	51641
1	9	51704	51704
1	7	51735	51735
1	22	51844	51844
1	7	51979	51979
1	40	52502	52502
1	31	52975	52975
1	33	53338	53338
1	33	53359	53359
1	10	53410	53410
1	10	53555	53555
1	32	53570	53570
1	32	53701	53701
1	33	53897	53897
1	3	53917	53917
1	32	54055	54055
1	33	54076	54076
1	32	54146	54146
1	32	54197	54197
1	33	54260	54260
1	32	56935	56935
1	10	57329	57329
1	5	63372	63372
1	5	71094	71094
1	32	88570	88570
1	9	88573	88573
1	57	88687	88687
1	3	89017	89017
1	22	89160	89160
1	3	89206	89206
1	11	89318	89318
1	11	89622	89622
1	36	90314	90314
1	27	90393	90393
1	57	90413	90413
1	17	90412	90412
1	15	90667	90667
1	22	90673	90673
1	32	90688	90688
1	57	90783	90783
1	75	90822	90822
1	32	90918	90918
1	10	91014	91014
1	11	91016	91016
1	15	91048	91048
1	22	91067	91067
1	17	91327	91327
1	57	91377	91377
1	10	91403	91403
1	22	91426	91426
1	10	91433	91433
1	11	91443	91443
1	47	91467	91467
1	15	91513	91513
1	17	91513	91513
1	32	91518	91518
1	10	91532	91532
1	17	91553	91553
1	57	91589	91589
1	47	91629	91629
1	22	91678	91678
1	17	91707	91707
1	32	91771	91771
1	22	91785	91785
1	47	91787	91787
1	11	91959	91959
1	22	92026	92026
1	17	92145	92145
1	15	92254	92254
1	27	92553	92553
1	47	92555	92555
1	3	92764	92764
1	27	92779	92779
1	29	194547	194547
1	25	194558	194558
1	69	194604	194604
1	39	194619	194619
1	22	194689	194689
1	17	194929	194929
1	22	194990	194990
1	39	195059	195059
1	17	195299	195299
1	29	195333	195333
1	75	195399	195399
1	49	195485	195485
1	39	195494	195494
1	32	195523	195523
1	69	195553	195553
1	22	195689	195689
1	33	195765	195765
1	14	195795	195795
1	11	195823	195823
1	11	195997	195997
1	32	196148	196148
1	14	196225	196225
1	60	196264	196264
1	69	196300	196300
1	60	196643	196643
1	17	196800	196800
1	69	197158	197158
1	22	197396	197396
1	17	197542	197542
1	25	197550	197550
1	11	197566	197566
1	32	197626	197626
1	49	197639	197639
1	25	197641	197641
1	17	197656	197656
1	39	197666	197666
1	3	197677	197677
1	14	197682	197682
1	25	197769	197769
1	69	197829	197829
1	25	197967	197967
1	22	198108	198108
1	22	198319	198319
1	25	198337	198337
1	69	198581	198581
1	17	198592	198592
1	51	198705	198705
1	11	198761	198761
1	22	198774	198774
1	49	198856	198856
1	17	198922	198922
1	49	198969	198969
1	39	199011	199011
1	51	199007	199007
1	49	199016	199016
1	56	199117	199117
1	22	199394	199394
1	49	199409	199409
2	19	45206	45206
2	16	48955	48955
2	10	49000	49000
2	63	49503	49503
2	31	53443	53443
2	9	53959	53959
2	11	53964	53964
2	47	54045	54045
2	9	90707	90707
2	59	94551	94551
2	56	94858	94858
2	56	96412	96412
2	47	105223	105223
2	47	105747	105747
2	40	105868	105868
2	47	106157	106157
2	76	106274	106274
2	42	106387	106387
2	57	106515	106515
2	39	106596	106596
2	76	106655	106655
2	14	106937	106937
2	14	107313	107313
2	14	108086	108086
2	64	108203	108203
2	64	108885	108885
2	56	109887	109887
2	22	110126	110126
2	51	110318	110318
2	51	110671	110671
2	66	110780	110780
2	12	110809	110809
2	19	111010	111010
2	66	111818	111818
2	30	111960	111960
2	66	112072	112072
2	51	112215	112215
2	66	112273	112273
2	19	112320	112320
2	66	112523	112523
2	66	112980	112980
2	47	113865	113865
2	47	115034	115034
2	57	115265	115265
2	19	115382	115382
2	47	115424	115424
2	60	115777	115777
2	12	115885	115885
2	56	116734	116734
2	4	117747	117747
2	15	117900	117900
2	44	124888	124888
2	44	125123	125123
2	60	125664	125664
2	32	125800	125800
2	39	125929	125929
2	3	125973	125973
2	36	127325	127325
2	4	127461	127461
2	3	129812	129812
2	66	129885	129885
2	36	129934	129934
2	60	130140	130140
2	65	130260	130260
2	36	130996	130996
2	3	131088	131088
2	66	131480	131480
2	65	131494	131494
2	15	131678	131678
2	45	132933	132933
2	45	134184	134184
2	45	134542	134542
2	45	134625	134625
2	61	136168	136168
2	27	137363	137363
2	63	138249	138249
2	63	140991	140991
2	63	141765	141765
2	50	143203	143203
3	32	104	104
3	61	757	757
3	32	1138	1138
3	18	1142	1142
3	25	1287	1287
3	18	1368	1368
3	25	1441	1441
3	61	1583	1583
3	61	1658	1658
3	61	1660	1660
3	32	1663	1663
3	32	1665	1665
3	32	1668	1668
3	25	1785	1785
3	45	1788	1788
3	61	2071	2071
3	32	2074	2074
3	74	2505	2505
3	38	2554	2554
3	61	2682	2682
3	7	3216	3216
3	18	3352	3352
3	19	3379	3379
3	61	3386	3386
3	34	6232	6232
3	55	34772	34772
3	55	34945	34945
3	28	35589	35589
3	15	35715	35715
3	21	35759	35759
3	63	36266	36266
3	13	36297	36297
3	21	36384	36384
3	59	36565	36565
3	7	36674	36674
3	55	36742	36742
3	13	36776	36776
3	63	37006	37006
3	4	37809	37809
3	56	38082	38082
3	7	38460	38460
3	23	45223	45223
3	7	45475	45475
3	1	45608	45608
3	10	45861	45861
3	7	45997	45997
3	10	46027	46027
3	9	46063	46063
3	10	46701	46701
3	1	46792	46792
3	9	47316	47316
3	9	48248	48248
3	7	48504	48504
3	1	49959	49959
3	9	50861	50861
3	9	51252	51252
3	9	51480	51480
3	40	52519	52519
3	1	53852	53852
3	17	53876	53876
3	16	53909	53909
3	10	53977	53977
3	33	54055	54055
3	1	54095	54095
3	33	54335	54335
3	33	55144	55144
3	33	55335	55335
3	33	56983	56983
3	33	59789	59789
3	43	87433	87433
3	32	87445	87445
3	9	87547	87547
3	9	87981	87981
3	11	88223	88223
3	22	88468	88468
3	1	88870	88870
3	1	89068	89068
3	1	89517	89517
3	43	90224	90224
3	31	90285	90285
3	11	90335	90335
3	27	90361	90361
3	15	90373	90373
3	22	90410	90410
3	11	90416	90416
3	17	90470	90470
3	43	90652	90652
3	1	90710	90710
3	57	90714	90714
3	32	90722	90722
3	47	90845	90845
3	32	90883	90883
3	43	90989	90989
3	15	91080	91080
3	43	91093	91093
3	31	91229	91229
3	64	91273	91273
3	36	91340	91340
3	27	91370	91370
3	43	91405	91405
3	31	91425	91425
3	31	91477	91477
3	22	91489	91489
3	12	91681	91681
3	43	91752	91752
3	43	91778	91778
3	36	91891	91891
3	75	91894	91894
3	43	91921	91921
3	57	91918	91918
3	10	91929	91929
3	10	92148	92148
3	31	92215	92215
3	64	92217	92217
3	15	92272	92272
3	1	92411	92411
3	32	92458	92458
3	47	92458	92458
3	36	92471	92471
3	31	92590	92590
3	43	92746	92746
3	17	92787	92787
3	1	92815	92815
3	4	92847	92847
3	32	92866	92866
3	47	92949	92949
3	32	93023	93023
3	32	93082	93082
3	31	93083	93083
3	47	93129	93129
3	31	93412	93412
3	75	93610	93610
3	43	93650	93650
3	57	93740	93740
3	32	93748	93748
3	31	93823	93823
3	31	93875	93875
3	64	93910	93910
3	12	93933	93933
3	31	93935	93935
3	36	93980	93980
3	75	94007	94007
3	17	94012	94012
3	31	94017	94017
3	14	94105	94105
3	31	94137	94137
3	17	94312	94312
3	12	94318	94318
3	14	94334	94334
3	12	94359	94359
3	14	94401	94401
3	12	94679	94679
3	12	94862	94862
3	75	94956	94956
3	64	95013	95013
3	4	95376	95376
3	63	95491	95491
3	43	96121	96121
3	16	96163	96163
3	31	96236	96236
3	15	96412	96412
3	4	96439	96439
3	63	96514	96514
3	14	96661	96661
3	33	96789	96789
3	4	96851	96851
3	43	96856	96856
3	36	96878	96878
3	43	96891	96891
3	63	96925	96925
3	43	96951	96951
3	4	96995	96995
3	43	97090	97090
3	43	97220	97220
3	15	97291	97291
3	48	97411	97411
3	36	97546	97546
3	38	97560	97560
3	38	97695	97695
3	36	97726	97726
3	56	97811	97811
3	45	97964	97964
3	33	98185	98185
3	48	98692	98692
3	33	98743	98743
3	76	98789	98789
3	47	99052	99052
3	33	99394	99394
3	76	100039	100039
3	48	100155	100155
3	33	100178	100178
3	33	100351	100351
3	14	100577	100577
3	48	100604	100604
3	33	100633	100633
3	33	100642	100642
3	76	101111	101111
3	33	101185	101185
3	64	101391	101391
3	48	101728	101728
3	11	102509	102509
3	33	102717	102717
3	40	102791	102791
3	74	103003	103003
3	66	103245	103245
3	36	103390	103390
3	66	103401	103401
3	59	103594	103594
3	36	103849	103849
3	59	103967	103967
3	40	104597	104597
3	59	104611	104611
3	40	104681	104681
3	59	105725	105725
3	36	105856	105856
3	30	105878	105878
3	57	106197	106197
3	56	106939	106939
3	59	107461	107461
3	57	107507	107507
3	40	107584	107584
3	40	107649	107649
3	56	107726	107726
3	59	108138	108138
3	40	108641	108641
3	59	108649	108649
3	59	108757	108757
3	59	108976	108976
3	59	109031	109031
3	4	109227	109227
3	56	109269	109269
3	51	109908	109908
3	22	109988	109988
3	51	110038	110038
3	76	110430	110430
3	40	110470	110470
3	64	110562	110562
3	40	110763	110763
3	56	110990	110990
3	40	111167	111167
3	59	111177	111177
3	19	111204	111204
3	59	111384	111384
3	74	111563	111563
3	59	111923	111923
3	12	112181	112181
3	50	112497	112497
3	12	112567	112567
3	55	112584	112584
3	55	112751	112751
3	55	112937	112937
3	28	113137	113137
3	50	113224	113224
3	19	113268	113268
3	56	113407	113407
3	56	113466	113466
3	4	113670	113670
3	4	113816	113816
3	4	114148	114148
3	19	114182	114182
3	56	114179	114179
3	4	114190	114190
3	56	114262	114262
3	19	114319	114319
3	57	114574	114574
3	4	114913	114913
3	55	115035	115035
3	32	121193	121193
3	32	121397	121397
3	32	121441	121441
3	43	122173	122173
3	11	122446	122446
3	32	122509	122509
3	11	122554	122554
3	14	122562	122562
3	61	122569	122569
3	14	122640	122640
3	32	122681	122681
3	61	123120	123120
3	32	123353	123353
3	36	123821	123821
3	63	124253	124253
3	66	124255	124255
3	43	124302	124302
3	44	124644	124644
3	14	124879	124879
